title,genre,description,rating,votes
The Whole Truth,"Crime,Drama,Mystery",A defense attorney works to get his teenage client acquitted of murdering his wealthy father.,6.1,10700.0
Night at the Museum: Secret of the Tomb,"Adventure,Comedy,Family","Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",6.2,74886.0
Love & Other Drugs,"Comedy,Drama,Romance",A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh.,6.7,151519.0
Megan Is Missing,"Drama,Horror,Thriller",Two teenage girls encounter an Internet child predator.,4.9,6683.0
WALL·E,"Animation,Adventure,Family","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",8.4,776897.0
Knocked Up,"Comedy,Romance","For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",7.0,309398.0
Source Code,"Mystery,Romance,Sci-Fi",A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.,7.5,404884.0
Lawless,"Crime,Drama","Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",7.3,195360.0
Unfriended,"Drama,Horror,Mystery","A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",5.6,50402.0
American Reunion,Comedy,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",6.7,178471.0
The Pursuit of Happyness,"Biography,Drama",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,8.0,361105.0
Relatos salvajes,"Comedy,Drama,Thriller",Six short stories that explore the extremities of human behavior involving people in distress.,8.1,110100.0
The Ridiculous 6,"Comedy,Western","An outlaw who was raised by Native Americans discovers that he has five half-brothers; together the men go on a mission to find their wayward, deadbeat dad.",4.8,31149.0
Frantz,"Drama,History,War","In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers.",7.5,4304.0
Viral,"Drama,Horror,Sci-Fi","Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",5.5,3564.0
Gran Torino,Drama,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",8.2,595779.0
Burnt,"Comedy,Drama","Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",6.6,76469.0
Tall Men,"Fantasy,Horror,Thriller",A challenged man is stalked by tall phantoms in business suits after he purchases a car with a mysterious black credit card.,3.2,173.0
Sleeping Beauty,"Drama,Romance","A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires.",5.3,27006.0
Vampire Academy,"Action,Comedy,Fantasy","Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.",5.6,44111.0
Sweeney Todd: The Demon Barber of Fleet Street,"Drama,Horror,Musical","The infamous story of Benjamin Barker, a.k.a. Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",7.4,296289.0
Sweeney Todd: The Demon Barber of Fleet Street,"Drama,Horror,Musical","The infamous story of Benjamin Barker, a.k.a. Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",7.4,296289.0
Solace,"Crime,Drama,Mystery",A psychic works with the FBI in order to hunt down a serial killer.,6.4,36300.0
Insidious,"Horror,Mystery,Thriller",A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,6.8,219916.0
Popstar: Never Stop Never Stopping,"Comedy,Music","When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status.",6.7,30875.0
The Levelling,Drama,"Somerset, October 2014. When Clover Catto (Ellie Kendrick) receives a call telling her that her younger brother Harry (Joe Blakemore) is dead, she must return to her family farm and face ... See full summary »",6.4,482.0
Public Enemies,"Biography,Crime,Drama","The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",7.0,240323.0
Boyhood,Drama,"The life of Mason, from early childhood to his arrival at college.",7.9,286722.0
Teenage Mutant Ninja Turtles,"Action,Adventure,Comedy","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",5.9,178527.0
Teenage Mutant Ninja Turtles,"Action,Adventure,Comedy","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",5.9,178527.0
Eastern Promises,"Crime,Drama,Mystery",A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,7.7,198006.0
The Daughter,Drama,"The story follows a man who returns home to discover a long-buried family secret, and whose attempts to put things right threaten the lives of those he left home years before.",6.7,2798.0
Pineapple Express,"Action,Comedy,Crime",A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,7.0,267872.0
The First Time,"Comedy,Drama,Romance",A shy senior and a down-to-earth junior fall in love over one weekend.,6.9,54027.0
Gone Baby Gone,"Crime,Drama,Mystery","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",7.7,206707.0
The Heat,"Action,Comedy,Crime",An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.,6.6,140151.0
L'avenir,Drama,"A philosophy teacher soldiers through the death of her mother, getting fired from her job, and dealing with a husband who is cheating on her.",7.1,5796.0
Anna Karenina,"Drama,Romance","In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",6.6,75291.0
Regression,"Crime,Drama,Mystery",A detective and a psychoanalyst uncover evidence of a satanic cult while investigating the rape of a young woman.,5.7,26320.0
Ted 2,"Adventure,Comedy,Romance","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",6.3,136323.0
Pain & Gain,"Comedy,Crime,Drama",A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,6.5,168875.0
Blood Diamond,"Adventure,Drama,Thriller","A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",8.0,422014.0
Devil's Knot,"Biography,Crime,Drama",The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.,6.1,15514.0
Child 44,"Crime,Drama,Thriller",A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,6.5,47703.0
The Hurt Locker,"Drama,History,Thriller","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",7.6,352023.0
Green Lantern,"Action,Adventure,Sci-Fi","Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",5.6,231907.0
War on Everyone,"Action,Comedy","Two corrupt cops set out to blackmail and frame every criminal unfortunate enough to cross their path. Events, however, are complicated by the arrival of someone who appears to be even more dangerous than they are.",5.9,9285.0
The Mist,Horror,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",7.2,233346.0
The Mist,Horror,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",7.2,233346.0
